,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
235,25,,0.2,3,3,0.4548238897396631,0.672077922077922
236,25,,0.2,4,0,0.4946401225114854,0.672077922077922
237,25,,0.2,4,1,0.45941807044410415,0.672077922077922
238,25,,0.2,4,2,0.4777947932618683,0.672077922077922
239,25,,0.2,4,3,0.4777947932618683,0.672077922077922
240,25,,0.3,1,0,0.48392036753445633,0.672077922077922
241,25,,0.3,1,1,0.48545176110260335,0.672077922077922
242,25,,0.3,1,2,0.47473200612557426,0.672077922077922
243,25,,0.3,1,3,0.49617151607963245,0.672077922077922
244,25,,0.3,2,0,0.48238897396630936,0.672077922077922
245,25,,0.3,2,1,0.48085758039816234,0.672077922077922
246,25,,0.3,2,2,0.49770290964777947,0.672077922077922
247,25,,0.3,2,3,0.48238897396630936,0.672077922077922
248,25,,0.3,3,0,0.4869831546707504,0.672077922077922
249,25,,0.3,3,1,0.47473200612557426,0.672077922077922
250,25,,0.3,3,2,0.4869831546707504,0.672077922077922
251,25,,0.3,3,3,0.47473200612557426,0.672077922077922
252,25,,0.3,4,0,0.47013782542113325,0.672077922077922
253,25,,0.3,4,1,0.48392036753445633,0.672077922077922
254,25,,0.3,4,2,0.47166921898928027,0.672077922077922
255,25,,0.3,4,3,0.5068912710566615,0.672077922077922
256,50,10.0,0.01,1,0,0.49157733537519144,0.672077922077922
257,50,10.0,0.01,1,1,0.4885145482388974,0.672077922077922
258,50,10.0,0.01,1,2,0.48545176110260335,0.672077922077922
259,50,10.0,0.01,1,3,0.4869831546707504,0.672077922077922
260,50,10.0,0.01,2,0,0.47320061255742724,0.672077922077922
261,50,10.0,0.01,2,1,0.44716692189892804,0.672077922077922
262,50,10.0,0.01,2,2,0.47473200612557426,0.672077922077922
263,50,10.0,0.01,2,3,0.47473200612557426,0.672077922077922
264,50,10.0,0.01,3,0,0.4609494640122512,0.672077922077922
265,50,10.0,0.01,3,1,0.46248085758039814,0.672077922077922
266,50,10.0,0.01,3,2,0.4548238897396631,0.672077922077922
267,50,10.0,0.01,3,3,0.45941807044410415,0.672077922077922
268,50,10.0,0.01,4,0,0.4655436447166922,0.672077922077922
269,50,10.0,0.01,4,1,0.4686064318529862,0.672077922077922
270,50,10.0,0.01,4,2,0.45788667687595713,0.672077922077922
271,50,10.0,0.01,4,3,0.46248085758039814,0.672077922077922
272,50,10.0,0.1,1,0,0.4686064318529862,0.672077922077922
273,50,10.0,0.1,1,1,0.4869831546707504,0.672077922077922
274,50,10.0,0.1,1,2,0.48085758039816234,0.672077922077922
275,50,10.0,0.1,1,3,0.4869831546707504,0.672077922077922
276,50,10.0,0.1,2,0,0.4686064318529862,0.672077922077922
277,50,10.0,0.1,2,1,0.47166921898928027,0.672077922077922
278,50,10.0,0.1,2,2,0.4777947932618683,0.672077922077922
279,50,10.0,0.1,2,3,0.4900459418070444,0.672077922077922
280,50,10.0,0.1,3,0,0.47473200612557426,0.672077922077922
281,50,10.0,0.1,3,1,0.47473200612557426,0.672077922077922
282,50,10.0,0.1,3,2,0.47166921898928027,0.672077922077922
283,50,10.0,0.1,3,3,0.4900459418070444,0.672077922077922
284,50,10.0,0.1,4,0,0.47320061255742724,0.672077922077922
285,50,10.0,0.1,4,1,0.4762633996937213,0.672077922077922
286,50,10.0,0.1,4,2,0.4563552833078101,0.672077922077922
287,50,10.0,0.1,4,3,0.47013782542113325,0.672077922077922
288,50,10.0,0.2,1,0,0.4900459418070444,0.672077922077922
289,50,10.0,0.2,1,1,0.47473200612557426,0.672077922077922
290,50,10.0,0.2,1,2,0.48085758039816234,0.672077922077922
291,50,10.0,0.2,1,3,0.47320061255742724,0.672077922077922
292,50,10.0,0.2,2,0,0.48545176110260335,0.672077922077922
293,50,10.0,0.2,2,1,0.47166921898928027,0.672077922077922
294,50,10.0,0.2,2,2,0.47473200612557426,0.672077922077922
